,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
205495,GC-2017-Q3-06174,ENERKEM INC.,MONTREAL  QUEBEC|MONTRÉAL  QUÉBEC,,"The purpose of this agreement  is to develop a modular, transportable system that will recover the non-recyclable portion of the municipal solid waste generated in remote communities, and mechanically and chemically transform it into an energy rich gas. That gas will be used to fuel an internal combustion engine to produce electricity and heat for the community, and as such, provide an economical, renewable energy alternative for diesel fuel currently to power the communities.",,,2913000,12/8/16,,,,Amendment: Text modification / Duration of agreement / Award previously disclosed for the 4th Quarter of 2014-2015.  Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205496,GC-2017-Q3-06072,DANA CANADA CORPORATION,OAKVILLE  ONTARIO,,"The purpose of this agreement is to develop and integrate electric surface heaters directly into battery cooling heat exchangers, which will improve the battery system performance of pure electric and plug-in electric vehicles when operating in low temperature.",,,843023,10/4/16,,,,Amendment: Text modification / Duration of agreement / Value / Award previously disclosed for the 4th Quarter of 2012-2013.  Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205497,GC-2017-Q3-06228,ADDÉNERGIE TECHNOLOGIES INCORPORATED,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to increase awareness, availability and use of lower carbon vehicles and fuels in Canada by supporting the installation of electric fast-charging stations along Highway 401 in Cambridge, Milton, Mississauga, North York and Whitby, Ontario.",,,167500,11/14/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205498,GC-2017-Q3-06176,WATER WALL TURBINE INC.,LIONS BAY  BRITISH COLUMBIA|LIONS BAY  COLOMBIE-BRITANNIQUE,,"The purpose of this agreement is to demonstrate an innovative 500kW tidal power plant at a remote coastal community in British Columbia (Dent Island Lodge).  The project's three main objectives are: to prove out a new, cost effective technology for tidal and river stream resources; to provide a showcase to launch product sales and services for this Canadian company; and to develop the foundation for developing a management system for remote and distributed power generation.",,,2249957,10/28/16,,,,Amendment: Duration of agreement / Award previously disclosed for the 1st Quarter of 2016-2017.  Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205499,GC-2017-Q3-06073,DANA CANADA CORPORATION,OAKVILLE  ONTARIO,,"The purpose of this agreement is to improve the thermal management of battery packs in pure electric and plug-in electric vehicles by improving the manufacturing process and constituent materials (improved cleanliness, increased process speeds, and reduced cost) used for aluminum heat exchangers that are required to accommodate battery pack configurations.",,,1268960,10/4/16,,,,Amendment: Text modification / Duration of agreement / Value / Award previously disclosed for the 4th Quarter of 2012-2013.  Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205500,GC-2017-Q4-06351,ENERLAB 2000 INC.,SAINT-MATHIEU-DE-BELOEIL  QUEBEC|SAINT-MATHIEU-DE-BELOEIL  QUÉBEC,,"The objective of this agreement is to support, at commercial scale, the use of lignin to replace petroleum-based raw materials in the manufacturing of polyurethane products.",,,1340547,3/16/17,,,,"Amendment: Duration of agreement / Value / Award previously disclosed for the 1st Quarter of 2015-2016. 
Grant or contribution awarded and spanning more than one fiscal year.",Natural Resources Canada | Ressources naturelles Canada
205501,GC-2017-Q3-06171,NORTHEAST ENERGY EFFICIENCY PARTNERSHIPS INC.,LEXINGTON  MASSACHUSETTS,,The purpose of this agreement is to accelerate the market adoption of advanced lighting controls in commercial buildings by providing data and tools for utilities to design effective incentive programs.,,,90000,10/13/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205502,GC-2017-Q3-06278,INTERNATIONAL ENERGY AGENCY,PARIS,,"The purpose of this agreement is to contribute to the development of the IEA's annual Energy Technology Perspectives (ETP) 2017 publication. The goal of the ETP is to identify technology development and deployment opportunities that can contribute to a secure energy system that enables stable economic growth while minimising environmental impacts, and supporting prioritisation of research, demonstration, development and deployment (RDD&D) actions.  The focus of ETP 2017 is to refine the IEA's long-term technology outlook to analyze potential pathways for the energy sector to keep its emissions on a trajectory compatible with a long term temperature increase below 2°C.",,,50000,11/15/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205503,GC-2017-Q3-06165,ARCTIC ENERGY ALLIANCE,YELLOWKNIFE  NORTHWEST TERRITORIES|YELLOWKNIFE  TERRITOIRES DU NORD-OUEST,,"The purpose of this agreement is to reduce diesel use in off-grid communities by selecting, through a competitive process, two to three communities in the Northwest Territories that will receive assistance to update their community energy plan and to select energy efficiency project(s) that could be implemented in future years. Key learnings will also be shared across Canada's North.",,,100000,10/12/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205504,GC-2017-Q3-06192,WESTCOAST VEGETABLES LIMITED,DELTA  BRITISH COLUMBIA|DELTA  COLOMBIE-BRITANNIQUE,,"The purpose of the agreement is to support the implementation of energy management systems and processes at Westcoast Vegetables Limited in Delta, to reduce energy costs and improve energy performance.",,,59250,10/7/16,,,,A provincial government is involved in the funding of this project.,Natural Resources Canada | Ressources naturelles Canada
205505,GC-2017-Q3-06315,MAPLE LEAF CONSTRUCTION LTD,WINNIPEG  MANITOBA,,The purpose of this agreement is to facilitate the implementation of an energy management system in accordance with all the criteria of the ISO 50001 standard in order to reduce energy consumption and improve environmental performance.,,,40000,12/22/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205506,GC-2017-Q3-06172,WILLIAMS OPERATING CORPORATION,MARATHON  ONTARIO,,"The purpose of this agreement is to support the implementation of energy management systems and processes at the Williams Operating Corporation facility in Marathon, Ontario to reduce energy costs and improve energy performance.",,,40000,10/14/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205507,GC-2017-Q3-06191,WESTCOAST GREENHOUSES HOLDINGS LIMITED,DELTA  BRITISH COLUMBIA|DELTA  COLOMBIE-BRITANNIQUE,,"The purpose of the agreement is to support the implementation of energy management systems and processes at Westcoast Greenhouses Holdings Limited in Delta, to reduce energy costs and improve energy performance.",,,59250,10/7/16,,,,A provincial government is involved in the funding of this project.,Natural Resources Canada | Ressources naturelles Canada
205508,GC-2017-Q3-06297,INGREDION CANADA CORPORATION,LONDON  ONTARIO,,"The purpose of the agreement is to support the implementation of energy management systems and processes at the Ingredion Canada Corporation facility in London, to reduce energy costs and improve energy performance.",,,40000,12/22/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205509,GC-2017-Q3-06246,ADDÉNERGIE TECHNOLOGIES INCORPORATED,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to increase awareness, availability and use of lower carbon vehicles and fuels in Canada by supporting the installation of an electric fast-charging station in Toronto, Ontario.",,,33500,11/14/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205510,GC-2017-Q3-06231,ADDÉNERGIE TECHNOLOGIES INCORPORATED,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to increase awareness, availability and use of lower carbon vehicles and fuels in Canada by supporting the installation of electric fast-charging stations along Highway 2 in Sherwood Park, Red Deer and Calgary, Alberta.",,,100500,11/30/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205511,GC-2017-Q3-06217,UNIVERSITY OF WESTERN ONTARIO,LONDON  ONTARIO,,"The purpose of this agreement is to deliver a portion of the expansion of the Science and Technology Internship Program (STIP) Green Jobs Initiative to help young people gain valuable work experience in companies, sectors and industries that are linked to a greener economy.  As per the STIP Terms and Conditions, the total funding amount of $275,000 supports the delivery of 25 internships: $250,000 in intern wages and $25,000 for administrative costs.",,,275000,10/25/16,,,,Recipient reallocates or otherwise redistributes grant or contribution awards to third-party beneficiaries.,Natural Resources Canada | Ressources naturelles Canada
205512,GC-2017-Q3-06229,ADDÉNERGIE TECHNOLOGIES INCORPORATED,QUÉBEC  QUEBEC|QUÉBEC  QUÉBEC,,"The purpose of this agreement is to increase awareness, availability and use of lower carbon vehicles and fuels in Canada by supporting the installation of an electric fast-charging station in Vaughan, Ontario.",,,33500,11/14/16,,,,Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
205513,GC-2017-Q3-06195,"LIGHTING RESEARCH CENTRE, RENSSELAER POLYTECHNIC INSTITUTE",TROY  NEW YORK,,The purpose of this agreement is to develop guidelines that will help growers make informed purchasing decisions and optimise their lighting systems for energy efficiency and plant growth.,,,50000,11/21/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205514,GC-2017-Q3-06190,"LIGHTING RESEARCH CENTRE, RENSSELAER POLYTECHNIC INSTITUTE",TROY  NEW YORK,,"The purpose of this agreement is to develop guidelines that optimise lighting control systems in commercial applications in order to achieve a balance between practicality and energy efficiency, leading to greater consumer acceptance.",,,40000,11/21/16,,,,,Natural Resources Canada | Ressources naturelles Canada
205515,GC-2017-Q3-06316,WHITESAND FIRST NATION,ARMSTRONG  ONTARIO,,"The purpose of this agreement is to continue to support the proponent's further advancement towards construction of a pellet plant and cogeneration facility which will bring long term, stable employment to the Whitesand First Nation and surrounding region and ultimately displace diesel fuel by supplying electricity to the area.",,,155800,12/22/16,,,,Amendment: Value / Award previously disclosed for the 2nd Quarter of 2016-2017.  Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205516,GC-2017-Q3-06277,WHITEFEATHER FOREST COMMUNITY RESOURCE MANAGEMENT AUTHORITY,RED LAKE  ONTARIO,,"The purpose of this agreement is to continue to support the Whitefeather Forest Initiative towards their goal to purchase a small sawmill in Red Lake that will provide a start-up opportunity for the Initiative, creating opportunities for jobs and capacity building of community members in harvesting and sawmilling.",,,110000,12/16/16,,,,Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205517,GC-2017-Q3-06197,CHAPLEAU CREE FIRST NATION,CHAPLEAU  ONTARIO,,"The purpose of this agreement is to continue the work of advancing a Conservation Economy and enhanced Sustainable Forest License agenda for the region through Wahkohtowin Development General Partnership Inc. by exploring and creating employment opportunities and partnerships in the forestry, mining, and energy sectors while assessing training needs and employment readiness for the forest sector.",,,183000,10/7/16,,,,Two or more departments or agencies are involved in the funding of and/or the awarding of a particular grant or contribution award.,Natural Resources Canada | Ressources naturelles Canada
205518,GC-2017-Q3-06287,NATURES AFFINITY INC.,TORONTO  ONTARIO,,"The purpose of this agreement is to produce a technology used to develop strong, water resistant, biobased pulp moulded products including composting buckets and food trays on a commercial scale.",,,155000,12/30/16,,,,Amendment: Text modification / Duration of agreement / Award previously disclosed for the 2nd Quarter of 2015-2016.  Grant or contribution awarded and spanning more than one fiscal year.,Natural Resources Canada | Ressources naturelles Canada
