recipient_city,year,agreement_value
Boat Harbour,2013,29684
Boat Harbour,2014,30071
Boat Harbour,2015,30906
Boat Harbour,2016,28782
Boat Harbour,2018,26871
Boat Harbour,2019,37860
"Boat Harbour, Newfoundland and Labrador|Boat Harbour, Terre-Neuve-et-Labrador",2017,26434
Bobcaygeon,2011,68000
Bobcaygeon,2015,50000
Bobcaygeon,2018,64640
Bocabec,2018,1577
Bocabec,2019,3220
Bognor,2018,3360
Boiestown,2018,13099
Boiestown,2019,22708
Boileau,2019,3064
Bois Blanc,2019,3596
Bois-Blanc,2018,3076
Bois-des-Filion,2018,30561
Bois-des-Filion,2019,76672
Boisbriand,2018,144807
Boisbriand,2019,499298
Boischatel,2018,1440
Boischatel,2019,21643
Boisdale,2018,3682
Boisdale,2019,3870
Boissevain,2015,50000
Boissevain,2018,32412
Boissevain,2019,46180
"Boissevain, Manitoba",2017,89467
"Boissevain, Manitoba",2018,76535
Bolsover,2018,6300
Bolton,2008,421302
Bolton,2010,686502
Bolton,2011,668154
Bolton,2013,350899
Bolton,2014,344533
Bolton,2015,353993
Bolton,2016,406997
Bolton,2018,119550
"Bolton, Ontario",2017,1561162
Bolton-Est,2018,6480
Bolton-Est,2019,29899
Bolton-Ouest,2018,5711
Bolton-Ouest,2019,9764
Bon Accord,2011,147000
Bon Accord,2018,11424
Bon Accord,2019,6300
Bon-Conseil,2019,6830
Bonanza,2018,6492
Bonanza,2019,9555
Bonaventure,2007,30135
Bonaventure,2018,47372
Bonaventure,2019,122988
Bonavista,2006,62900
Bonavista,2007,139223
Bonavista,2009,25660
Bonavista,2010,82819
Bonavista,2018,85383
Bonavista,2019,101486
"Bonavista, Newfoundland and Labrador|Bonavista, Terre-Neuve-et-Labrador",2018,34195
Bond Head,2018,9996
"Bond Head, Ontario",2017,46800
Bonfield,2011,40348
Bonfield,2018,20664
Bonne Bay,2019,1368
Bonne Bay Pond,2018,1005
Bonnyville,2018,55342
Bonnyville,2019,153408
Bonsecours,2018,1260
Bonshaw,2011,149195
Bonshaw,2018,6241
Bonshaw,2019,8091
Boom Road,2019,5393
Borden-Carleton,2018,4741
Borden-Carleton,2019,6867
Borden-Carlton,2019,0
Boston Bar,2019,25000
Bothwell,2009,187836
Bothwell,2010,5482999
Bothwell,2018,17761
Bothwell,2019,15541202
Botwood,2018,69229
Botwood,2019,65302
Boucherville,2008,137960
Boucherville,2016,86542
Boucherville,2018,288092
Boucherville,2019,843840
"Boucherville, Quebec|Boucherville, Québec",2017,319645
Bouchette,2018,13324
Bouchette,2019,34622
Bouctouche,2007,25594
Bouctouche,2008,158006
Bouctouche,2009,59035
Bouctouche,2012,44443
Bouctouche,2018,85225
Bouctouche,2019,103066
Boudreau-Ouest,2019,1840
Boularderie,2018,3300
Boulter,2015,32500
Boulter,2018,6440
Boutiliers Point,2018,1540
Boutiliers Point,2019,12453
Bow Island,2018,22996
Bow Island,2019,23251
Bowden,2012,266860
Bowden,2015,270593
Bowden,2016,274623
Bowen Island,2018,46324
Bowen Island,2019,62262
Bowman,2018,2520
Bowman,2019,7000
Bowmanville,2014,30237
Bowmanville,2015,35090
Bowmanville,2016,242468
Bowmanville,2018,283082
Bowmanville,2019,113007
"Bowmanville, Ontario",2017,161498
"Bowmanville, Ontario",2018,50000
Bowser,2015,25000
Boylston,2018,1320
Boylston,2019,3237
Brace Bridge,2019,21111
Bracebridge,2006,35000
Bracebridge,2009,106519
Bracebridge,2011,49430
Bracebridge,2014,139219
Bracebridge,2015,50000
Bracebridge,2018,52215
Bracebridge,2019,95005
Brackendale,2018,5175
Brackley Beach,2018,4164
Brackley Beach,2019,7360
Bradford,2016,65088
Bradford,2018,89409
Bradford,2019,0
"Bradford, Ontario",2017,46379
Braeside,2018,1680
Bragg Creek,2006,34990
Bragg Creek,2007,67760
Bragg Creek,2008,45024
Bragg Creek,2009,81056
Bragg Creek,2010,61952
Bragg Creek,2011,54560
Bragg Creek,2012,58656
Bragg Creek,2013,38220
Bragg Creek,2014,55216
Bragg Creek,2015,37944
Bragg Creek,2016,59735
Bragg Creek,2018,59350
Bragg Creek,2019,69664
"Bragg Creek, Alberta",2017,84821
Bralorne,2018,3036
Bralorne,2019,3324
Brampton,2006,201000
Brampton,2007,693651
Brampton,2008,1989700
Brampton,2009,217651
Brampton,2010,776523
Brampton,2011,3016766
Brampton,2012,163469
Brampton,2013,123775
Brampton,2014,6933547
Brampton,2015,369427
Brampton,2016,900788
Brampton,2018,3184149
Brampton,2019,1243256
"Brampton, Ontario",2016,447620
"Brampton, Ontario",2017,1603432
Branch,2018,13814
Branch,2019,15467
Branch Lahave,2018,3080
Branch Lahave,2019,3095
Branchton,2018,11391
Brandon,2006,173202
Brandon,2007,1110758
Brandon,2008,1411200
Brandon,2009,478957
Brandon,2010,821102
Brandon,2011,192900
Brandon,2012,4193024
Brandon,2013,163335
Brandon,2014,6163524
Brandon,2015,485906
Brandon,2016,66486
Brandon,2017,50000
Brandon,2018,243316
Brandon,2019,16981202
"Brandon, Manitoba",2016,1231053
"Brandon, Manitoba",2017,150000
"Brandon, Manitoba",2018,234778
Branford,2014,49074
Brantford,2006,264527
Brantford,2007,271320
Brantford,2008,2947132
Brantford,2009,93923
Brantford,2010,10862517
Brantford,2011,745825
Brantford,2012,185506
Brantford,2013,278058
Brantford,2014,848814
Brantford,2015,349047
Brantford,2016,142054
Brantford,2018,729719
Brantford,2019,3097783
"Brantford, Ontario",2017,293714
"Brantford, Ontario",2018,73586
Bras d'Or,2018,5332
Bras d'Or,2019,7338
Bras d'or,2007,49086
Breadalbane,2018,12986
Breadalbane,2019,13784
Brechin,2011,75000
Brechin,2013,64171
Brechin,2018,25962
Brechin,2019,8750
Bredenbury,2018,1316
Bredenbury,2019,3097
Brentwood Bay,2018,15192
Brentwood Bay,2019,39366
Breslau,2018,69520
Breslau,2019,5493768
"Breslau, Ontario",2017,28728
"Breslau, Ontario",2018,33561
Breton,2018,6528
Breton,2019,28600
Bridgenorth,2011,75000
Bridgenorth,2018,8400
Bridgenorth,2019,5979
Bridgeport,2018,9020
Bridgeport,2019,9356
Bridgetown,2007,96558
Bridgetown,2009,499999.96
Bridgetown,2013,50000
Bridgetown,2015,76500
Bridgetown,2018,28331
Bridgetown,2019,48777
Bridgeville,2019,23573
Bridgewater,2006,80466
Bridgewater,2007,232472
Bridgewater,2008,74339
Bridgewater,2010,80434
Bridgewater,2011,494875
Bridgewater,2014,103654
Bridgewater,2015,102335
Bridgewater,2016,96907
Bridgewater,2018,290029
Bridgewater,2019,112305
Bridgwater,2008,47090
Bridgwater,2009,47601
Brigham,2018,4142
Brigham,2019,106830
"Brigham, Quebec|Brigham, Québec",2017,50000
Bright,2018,13440
Bright's Grove,2018,16431
Brighton,2018,39158
Brighton,2019,58444
"Brighton, Ontario",2018,10080
Brights Grove,2018,6720
Brigus,2018,48672
Brigus,2019,55177
Bristol,2018,2882
Bristol,2019,4840
Bristol Mines,2018,1260
Bristol's Hope,2018,1005
Bristol's Hope,2019,1539
Britannia Beach,2018,9201
Britannia Beach,2019,8822
Britt,2019,24920
Broad Cove,2018,16937
Broad Cove,2019,19037
Broadview,2018,6665
Broadview,2019,6688
Brochet,2019,28942
Brocket,2016,292940
Brocket,2018,23300
Brocket,2019,213556
Brockville,2006,536673
Brockville,2007,471944
Brockville,2008,1072724
Brockville,2009,669588
Brockville,2010,1295498
Brockville,2011,4031330
Brockville,2012,189636
Brockville,2013,950611
Brockville,2014,324155
Brockville,2015,1345582
Brockville,2016,1410663
Brockville,2018,182675
Brockville,2019,100000
"Brockville, Ontario",2016,1732210
"Brockville, Ontario",2017,1283873
Broderick,2018,1316
Broderick,2019,5974
Brome,2018,6587
Brome,2019,9587
Bromont,2018,30642
Bromont,2019,124811
Brook Village,2018,3436
Brookfield,2018,17865
Brookfield,2019,27367
Brooklin,2016,31500
Brooklin,2018,40362
"Brooklin, Ontario",2017,37620
Brooklyn,2019,3095
Brooks,2006,314582
Brooks,2007,232876
Brooks,2009,193824
Brooks,2010,162351
Brooks,2012,431413
Brooks,2013,185551
Brooks,2016,242786
Brooks,2018,65281
Brooks,2019,128678
Brookside,2018,1155
Brossard,2006,222327
Brossard,2007,366837
Brossard,2008,194037
Brossard,2009,465869
Brossard,2010,548275
Brossard,2011,960776
Brossard,2012,179743
Brossard,2013,88370
Brossard,2015,88553
Brossard,2016,396821
Brossard,2018,452911
Brossard,2019,853094
"Brossard, Quebec|Brossard, Québec",2017,1512752
Brown's Arm,2018,3048
Brown's Arm,2019,3119
Brown's Flat,2019,3596
Brown's Yard,2019,5137
Browns Flat,2018,3514
Browns Flat,2019,24995
Brownsburg-Chatham,2018,14454
Brownsburg-Chatham,2019,89042
Brownsburg-chatham,2019,19465
Brownsdale,2018,1005
Brownsdale,2019,1368
Bruce Mines,2018,19354
Bruce Mines,2019,0
"Bruce Mines, Ontario",2018,33800
Bruce Peninsula,2018,1680
Brudenell,2018,3007
Brudenell,2019,1717
Bruderheim,2018,3264
Bruderheim,2019,4200
Brule Point,2019,1619
Bruno,2008,50000
Bruno,2014,33319
Bruno,2018,1316
Bruno,2019,15197
Brussels,2015,42895
Brussels,2018,8400
Bryson,2018,4554
Bryson,2019,9476
Brébeuf,2018,1440
Brébeuf,2019,3500
Buchanan,2019,16218
Buchans,2018,11822
Buchans,2019,15212
Buckhorn,2011,32329
Buckhorn,2018,11392
Buckhorn Trent Lakes,2019,5670
Buckland,2018,1440
Buckland,2019,3500
Buena Vista,2018,2631
Buffalo Narrows,2018,10039
Buffalo Narrows,2019,17461
Bulyea,2018,6579
Burford,2013,31855
Burford,2015,48051
Burford,2018,1680
Burford,2019,30500
Burgeo,2018,21053
Burgeo,2019,15402
Burin,2018,40078
Burin,2019,62867
Burin Bay Arm,2018,12688
"Burin, Newfoundland and Labrador|Burin, Terre-Neuve-et-Labrador",2017,50000
Burk's Falls,2018,3797
Burk's Falls,2019,20458
Burlington,2006,173273
Burlington,2007,755932
Burlington,2008,1116898
Burlington,2009,300236
Burlington,2010,899790
Burlington,2011,623124
Burlington,2012,964028
Burlington,2013,630935
Burlington,2014,566954
Burlington,2015,636510
Burlington,2016,895733
Burlington,2018,2467437
Burlington,2019,884718
"Burlington, Ontario",2016,489436
"Burlington, Ontario",2017,665880
"Burlington, Ontario",2018,124207
Burnaby,2006,2496474
Burnaby,2007,3398698
Burnaby,2008,4765456
Burnaby,2009,4721510
Burnaby,2010,3838957
Burnaby,2011,24559519
Burnaby,2012,1341275
Burnaby,2013,11083795
Burnaby,2014,43004670
Burnaby,2015,11715045
Burnaby,2016,1578741
Burnaby,2018,11649377
Burnaby,2019,10531045
"Burnaby, British Columbia|Burnaby, Colombie-Britannique",2017,1363991
"Burnaby, British Columbia|Burnaby, Colombie-Britannique",2018,1164810
Burns Lake,2008,50000
Burns Lake,2010,29994
Burns Lake,2018,49967
Burns Lake,2019,76451
Burnside,2011,2380682
Burnside,2019,4851
Burnt Church,2013,87342
Burnt Church,2019,3082
Burnt Church First Nation,2018,3012
Burnt Cove,2018,5972
Burnt Cove,2019,18839
Burnt Islands,2011,82780
Burnt Islands,2018,21150
Burnt Islands,2019,18330
Burr,2018,1316
Burstall,2018,4363
Burstall,2019,3591
Burtts Corner,2018,7028
Burwash Landing,2018,14914
Bury,2018,10947
Bury,2019,32736
Busby,2008,25446
Busby,2009,28616
Busby,2016,47936
Busby,2019,58800
"Busby, Alberta",2017,33221
Béarn,2013,93074
Béarn,2018,6176
Béarn,2019,8536
Bécancour,2018,105600
Bécancour,2019,290572
Bégin,2018,14287
Bégin,2019,26286
CABRI,2019,1549
CALGARY,2019,271123
CAMPBELL RIVER,2019,1941
CAMROSE,2018,3709
"CAMROSE,",2019,4200
CANORA,2019,7182
CAP-SANTÉ,2018,1440
CARDSTON,2019,2100
CARMAN,2019,3181
CASTOR,2019,4777
CAWSTON,2019,3881
CAlgary,2009,49040
CAstlegar,2019,7756
CHAMPION,2019,14331
CHAPAIS,2019,0
CHEMAINUS,2019,7092
CHILLIWACK,2019,24305
"CHILLIWACK,BC",2019,8822
CHRISTOPHER LAKE,2019,31872
CLAIR,2018,1577
CLAIR,2019,0
CLarenville,2018,1005
COLD LAKE,2019,9554
CONSUL,2019,3097
COQUITLAM,2019,35686
COURTENAY,2019,8822
CRESTON,2019,4411
CROSSFIELD,2019,6300
Cabano,2006,83167
Cabano,2007,123257
Cabano,2008,204354
Cabano,2009,142771
Cabano,2010,231042
Cabano,2011,318837
Cabri,2018,2632
Cabri,2019,3078
Cache Bay,2018,1680
Cache Creek,2018,30229
Cache Creek,2019,7756
Cacouna,2014,26570
Cacouna,2018,9059
Cacouna,2019,45244
Calabogie,2008,32185
Calabogie,2011,75000
Calabogie,2012,75000
Calabogie,2015,44200
Calabogie,2018,12197
Calabogie,2019,125692
"Calabogie, Ontario",2017,50000
Caledon,2011,103402
Caledon,2015,50000
Caledon,2016,109329
Caledon,2018,245219
Caledon East,2015,46150
Caledon East,2018,7157
Caledon East,2019,25000
"Caledon, Ontario",2017,93147
Caledonia,2010,50000
Caledonia,2018,45193
Caledonia,2019,101919
Calgary,2006,12233749
Calgary,2007,11629571
Calgary,2008,16623077
Calgary,2009,36917366
Calgary,2010,21662953
Calgary,2011,22691166
Calgary,2012,8780662
Calgary,2013,8757499
Calgary,2014,35932919
Calgary,2015,14395354
Calgary,2016,8612304
Calgary,2018,9876330
Calgary,2019,137569068
"Calgary, AB",2019,17159
"Calgary, Alberta",2016,1370668
"Calgary, Alberta",2017,24208987
"Calgary, Alberta",2018,238152
"Calgary, Alberta",2019,68775
Calixa-Lavallée,2018,13998
Calixa-Lavallée,2019,7968
Callander,2013,50000
Callander,2018,3360
Callander,2019,3780
Calmar,2018,11128
Calmar,2019,10800
Calvert,2018,5224
Calvert,2019,6237
Cambray,2014,50000
Cambridge,2006,52814
Cambridge,2010,455537
Cambridge,2011,362120
Cambridge,2012,823741
Cambridge,2013,530416
Cambridge,2015,454151
Cambridge,2016,91738
Cambridge,2018,1017752
Cambridge,2019,105008
Cambridge Bay,2007,583874
Cambridge Bay,2008,843954
Cambridge Bay,2009,1502358
Cambridge Bay,2010,8099756
Cambridge Bay,2011,1203482
Cambridge Bay,2012,5191917
Cambridge Bay,2014,3114597
Cambridge Bay,2016,790516
Cambridge Bay,2018,52234
Cambridge Bay,2019,7098
"Cambridge Bay, Nunavut",2017,227300
"Cambridge, Ontario",2017,252751
"Cambridge, Ontario",2018,50000
Cambridge-Narrows,2007,35094
Cambridge-Narrows,2018,8032
Cambridge-Narrows,2019,10058
Camlachie,2018,1680
Campbell River,2007,434665
Campbell River,2008,419828
Campbell River,2009,157985
Campbell River,2010,5164589
Campbell River,2011,577852
Campbell River,2012,78804
Campbell River,2015,233958
Campbell River,2018,203642
Campbell River,2019,227375
"Campbell River, British Columbia|Campbell River, Colombie-Britannique",2017,883052
Campbell's Bay,2014,125270
Campbell's Bay,2015,161217
Campbell's Bay,2018,27633
Campbell's Bay,2019,434716
Campbellford,2009,50000
Campbellford,2011,68530
Campbellford,2013,99878
Campbellford,2014,34644
Campbellford,2018,62733
Campbellford,2019,3360
Campbellton,2006,149758
Campbellton,2007,5315076
Campbellton,2008,293750
Campbellton,2009,492427
Campbellton,2010,289216
Campbellton,2011,86990
Campbellton,2012,2114306
Campbellton,2013,3751180
Campbellton,2014,117002
Campbellton,2015,2212820
Campbellton,2016,408617
Campbellton,2017,311817
Campbellton,2018,513628
Campbellton,2019,4612909
"Campbellton, New Brunswick|Campbellton, Nouveau-Brunswick",2016,347032
"Campbellton, New Brunswick|Campbellton, Nouveau-Brunswick",2017,3492816
Campbellville,2018,20597
Campbelton,2010,200000
Campellton,2015,50000
Camperville,2018,8028
Camperville,2019,3178
Camrose,2006,378071
Camrose,2007,357296
Camrose,2008,98478
Camrose,2009,97657
Camrose,2010,142890
Camrose,2012,347068
Camrose,2016,408131
Camrose,2018,463306
Camrose,2019,154496
"Camrose, Alberta",2019,14332
Canal Flats,2015,42500
"Canal Flats, British Columbia|Canal Flats, Colombie-Britannique",2018,39000
Candiac,2018,62238
Candiac,2019,201676
Candle Lake,2018,10523
Candle Lake,2019,15485
"Candle Lake, Saskatchewan",2018,50000
Cando,2018,6093
Canfield,2013,35159
Canfield,2018,1680
Canim Lake,2019,1664
Canmore,2018,91906
Canmore,2019,118212
Canning,2015,50000
Canning,2018,44313
Canning,2019,127541
Cannington,2018,32122
Cannington,2019,30000
Canoe Cove,2019,7660
Canoe Narrows,2019,2693
Canora,2018,21221
Canora,2019,23654
Canso,2018,34360
Canso,2019,30507
Canterbury,2018,3604
Canterbury,2019,3680
Cantley,2018,17344
Cantley,2019,65670
"Cantley, Quebec|Cantley, Québec",2017,430804
Canton Clermont,2018,1440
Canton de Hatley,2018,18573
Canton de Hatley,2019,33900
Canton de Melbourne,2018,1440
Canton de Newport,2009,95947
Canton de Newport,2010,338836
Canton de Newport,2011,239515
Canton de Newport,2013,117430
Canton de Stanstead,2018,1440
Canton de Stanstead,2019,27912
Canton des Basques,2018,7028
Canton-des- Basques,2019,10788
Canwood,2018,14405
Canwood,2019,24488
Cap d'Espoir,2019,24966
Cap-Aux-Meules,2006,94802
Cap-Aux-Meules,2008,79434
Cap-Aux-Meules,2009,69779
Cap-Chat,2018,22669
Cap-Chat,2019,103898
Cap-Pele,2018,25959
Cap-Pelé,2019,62695
Cap-Saint-Ignace,2018,6714
Cap-Saint-Ignace,2019,14968
Cap-Santé,2017,22750
Cap-Santé,2018,10138
Cap-Santé,2019,26718
Cap-au-Renard,2019,5976
Cap-aux-Meules,2015,50000
Cap-aux-Meules,2016,170408
Cap-aux-Meules,2018,54417
Cap-aux-Meules,2019,138557
Cap-aux-Meules Îles-de-la-Madeleine,2011,59212
"Cap-aux-Meules, Quebec|Cap-aux-Meules, Québec",2017,447528
Cape Anguille,2018,1005
Cape Breton,2006,114739
Cape Breton,2007,113213
Cape Broyle,2018,22070
Cape Broyle,2019,21311
Cape North,2019,1734
Cape Ray,2018,9703
Cape Ray,2019,10694
Cape St. George,2018,10484
Cape St. George,2019,5100
Cape St. Georges,2019,7478
Cape Tormentine,2018,8534
Cape Tormentine,2019,27967
Caplan,2018,15232
Caplan,2019,74274
Capreol,2011,27649
Capreol,2012,27569
Capreol,2014,41791
Capreol,2016,42716
Capreol,2017,32746
Capreol,2018,76608
"Capreol, Ontario",2017,74228
Caraquet,2006,199423
Caraquet,2007,201213
Caraquet,2008,99902
Caraquet,2009,113615
Caraquet,2010,122273
Caraquet,2011,98556
Caraquet,2012,109876
Caraquet,2013,92270
Caraquet,2014,92312
Caraquet,2018,145791
Caraquet,2019,353822
"Caraquet, New Brunswick|Caraquet, Nouveau-Brunswick",2017,50000
Carberry,2013,50000
Carberry,2018,42572
Carberry,2019,36356
Carbon,2018,4896
Carbon,2019,16800
Carbonear,2006,47422
Carbonear,2007,210182
Carbonear,2008,71066
Carbonear,2009,230845
Carbonear,2010,60927
Carbonear,2011,65973
Carbonear,2012,62875
Carbonear,2013,37504
Carbonear,2014,37491
Carbonear,2015,38534
Carbonear,2016,130383
Carbonear,2018,143193
Carbonear,2019,182012
"Carbonear, Newfoundland and Labrador|Carbonear, Terre-Neuve-et-Labrador",2017,45316
Carcross,2008,27722
Carcross,2016,80920
Carcross,2018,10858
Carcross,2019,83878
Cardiff,2018,2503
Cardigan,2018,15103
Cardigan,2019,13822
Cardinal,2018,3101
Cardston,2010,210001
Cardston,2011,28913
Cardston,2013,134509
Cardston,2014,32730
Cardston,2015,35334
Cardston,2018,59643
Cardston,2019,63130
"Cardston, Alberta",2017,40750
"Cardston, Alberta",2018,27890
Cargill,2018,5040
Carignan,2018,33587
Carignan,2019,31300
Carleton,2006,49986
Carleton,2018,11020
Carleton,2019,7968
Carleton Place,2006,148451
Carleton Place,2008,265582
Carleton Place,2009,400676
Carleton Place,2010,364617
Carleton Place,2012,387527
Carleton Place,2013,568084
Carleton Place,2016,76074
Carleton Place,2018,135175
Carleton Place,2019,25000
Carleton-sur-Mer,2018,32732
Carleton-sur-Mer,2019,121872
Carlsbad Springs,2018,1680
"Carlsbad Springs, Ontario",2017,27824
Carlyle,2006,50299
Carlyle,2018,25012
Carlyle,2019,27520
Carmacks,2018,4234
Carmacks,2019,84926
Carman,2018,22849
Carman,2019,22763
Carmanville,2007,28242
Carmanville,2018,23273
Carmanville,2019,20303
Carnduff,2018,1316
Carnduff,2019,57522
Caroline,2014,43200
Caroline,2018,23889
Caroline,2019,42172
"Caroline, Alberta",2017,26195
Caronport,2019,1549
Carp,2016,28605
Carp,2018,61052
Carrot River,2018,25277
Carrot River,2019,50636
Carrying Place,2018,10080
Carrying Place,2019,0
Carstairs,2018,19732
Carstairs,2019,18429
Carter's Cove,2019,12248
Carters Cove,2018,11495
Carters Point,2018,3041
Cartwright,2018,16990
Cartwright,2019,12470
Carvel,2010,32405
Carvel,2019,9556
"Carvel, Alberta",2017,50000
Cascapedia-St-Jules,2019,14625
"Cascapedia-St-Jules, Quebec|Cascapedia-St-Jules, Québec",2017,41600
Cascapédia--Saint-Jules,2019,61468
Cascapédia-Saint-Jules,2018,7024
Caslan,2018,3264
Caslan,2019,10800
Casselman,2018,58901
Casselman,2019,88485
"Casselman, Ontario",2017,26334
Cassidy,2018,1520
Cassidy Lake,2007,34195
Cassidy Lake,2018,1352
Cassidy Lake,2019,2760
Castlegar,2006,158433
Castlegar,2007,27067
Castlegar,2008,33750
Castlegar,2013,50000
Castlegar,2018,93715
Castlegar,2019,95587
Castleton,2018,3360
Castor,2018,36943
Castor,2019,65164
Castor River North,2018,2830
Castor River South,2018,5660
Castor River South,2019,12347
"Castor, Alberta",2017,50000
"Castor, Alberta",2018,40820
