,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
3,GC-2017-Q1-00004,Bioline Corporation,"Alvinston, Ontario",Agri-innovation: IND-LED - R and D,"Agri-Innovations Program -Industry Led Research and Development Stream (AIP-ILRDS) accelerate the creation, availability, application and transfer of knowledge and technologies to the sector, and increase the successful demonstration, commercialization or adoption of agriculture, agri-food and agri-based innovations.",Separation and Purification of Fulvic Acid from Crude Spent Mushroom Substrate Extract,AIP-P393,259174,6/5/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
31,GC-2017-Q2-00008,Composites Innovation Centre Manitoba Inc.,"Winnipeg, Manitoba",Agri-innovation: IND-LED - R and D,"Agri-Innovations Program -Industry Led Research and Development Stream (AIP-ILRDS) - accelerate the creation, availability, application and transfer of knowledge and technologies to the sector, and increase the successful demonstration, commercialization or adoption of agriculture, agri-food and agri-based innovations.",Developing Optimized Agronomic Practices for Biofibre Crop Production,AIP-P399,384900,7/10/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
124,GC-2017-Q3-00004,"2310439 Ontario Inc., operating as Competitive Green Technologies Inc.","Leamington, 
Ontario|Leamington, Ontario","Agri-innovation: Industry-led 
Research and Development","Agri-Innovations Program -Industry Led Research and Development Stream (AIP-ILRDS) accelerate the creation, availability, application and transfer of knowledge and technologies to the sector, and increase the successful demonstration, commercialization or adoption of agriculture, agri-food and agri-based innovations.","Nano-enhanced, ag biomass-based hybrid biocomposites for light-weighting automotive applications",AIP-P398,499433,10/5/17,,,,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2482,235-2018-2019-Q3-00001,Kewaza Inc.,Newmarket,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",First SQF Certification Program for export to foreign supermarket chains,CAP-AAPS-002,23522,4/27/18,3/31/19,"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,"This amendment reduces the Minister's contribution to $23,522. Initially disclosed in Q3 of 2018-2019  at $25,922",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2069,235-2019-2020-Q1-00006,Gidney Fisheries Ltd.,Centreville,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",High Pressure processing product - British Retail Consortium & Costco Certifications,CAP-AAPS-014,13904,4/1/19,3/31/20,The objective of this project is to obtain certification required to do business with large international retail companies. ,The project aims to increase exports for this small business.,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1284,235-2018-2019-Q3-00001,Kewaza Inc.,Newmarket,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",First SQF Certification Program for export to foreign supermarket chains,CAP-AAPS-002,25922,4/27/18,3/31/19,"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2483,235-2018-2019-Q4-00003,South Ridge Maple Co. Ltd.,Florenceville Bristol,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",South Ridge Maple Certification under the British Retail Council's Regime,CAP-AAPS-012,30377,1/31/19,3/31/20,"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2480,235-2018-2019-Q4-00001,6381023 Manitoba Ltd.,Carman,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Become a European Union Approved Establishment,CAP-AAPS-007,34375,8/24/18,3/31/19,"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2749,235-2019-2020-Q2-00023,Corey Nutrition Company Inc.,Fredericton,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Export Market Expansion for Asia and Other,CAP-AAPS-017,32500,4/1/19,3/31/20,"The objective of this project is for Corey Nutrition Company Inc.’s to get registered in order to export its products in China by completing the following three steps: 
1) obtain an import registration license from the Ministry of Agriculture, 
2) apply for market access with the General Administration of China Customs (GACC) and 
3) have their manufacturing facility be registered by GACC.",Obtain third-party certification that is required in order to export.,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2750,235-2019-2020-Q1-00028,Corey Nutrition Company Inc.,Fredericton,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Registrations to Export to China,CAP-AAPS-017,49716,4/1/19,3/31/20,"The objective of this project is for Corey Nutrition Company Inc. to get registered in order to export its products in China by completing the following three steps: 
1) obtain an import registration license from the Ministry of Agriculture, 
2) apply for market access with the General Administration of China Customs (GACC) and 
3) have their manufacturing facility be registered by GACC.",To obtain the necessary authorizations to export to China.,The amendment provides additional funds to cover the costs of a test required by China’s Ministry of Agriculture and Rural Affairs.,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1290,235-2018-2019-Q3-00002,Tartine Tarts Inc.,Burnaby,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Tartine Tarts Food Safety and Certification Project,CAP-AAPS-005,3375,7/11/18,3/31/19,"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2481,235-2018-2019-Q4-00002,Fumoir Grizzly Inc.,Saint Augustin de Desmaures,AgriAssurance Program : Small and Medium-sized Entreprise (SME),"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Certification Code de Qualité SQF,CAP-AAPS-009,5405,4/1/19,3/31/20,"AgriAssurance Program - Small and Medium-sized Enterprises component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2492,235-2018-2019-Q4-00012,Jewish Community Council of Montreal,Montreal,AgriAssurance Program: National Industry Association,"AgriAssurance Program - National Industry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Global Specialty Food 22000,CAP-AAPN-013,695076,9/27/18,3/31/21,"AgriAssurance Program - National Industry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1393,235-2018-2019-Q3-00005,Canadian Cattlemen's Association,Calgary,AgriAssurance Program: National Industry Association,"AgriAssurance Program - National Industtry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",CRSB's Sustainability Assurance and Public Trust Development,CAP-AAPN-014,1100000,6/21/18,3/31/23,"AgriAssurance Program - National Industtry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
2491,235-2018-2019-Q4-00011,Horse Welfare Alliance of Canada (HWAC),Medicine Hat,AgriAssurance Program: National Industry Association,"AgriAssurance Program - National Industry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Equine Code of Practice Awareness and Education,CAP-AAPN-020,316956,11/1/18,3/31/21,"AgriAssurance Program - National Industry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
1288,235-2018-2019-Q3-00006,Canadian Pork Council,Ottawa,AgriAssurance Program: National Industry Association,"AgriAssurance Program - National Industtry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",Enteric Viral Multiplex Assay for Swine Helath Surveillance in Canada,CAP-AAPN-007,1556024,4/14/18,3/31/23,"AgriAssurance Program - National Industtry Association component - build industry capacity to increase public confidence in the food system, respond to market requirements and meet consumer demands.",,,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada
